Kinney  R,Albert  R
Tombor  B,Albert  R
Crucitti  P,Albert  R
Latora  V,Albert  R
Bianconi  G,Albert  R
Oltvai  Z,Albert  R
Jeong  H,Albert  R
Barabasi  A,Albert  R
Nakarado  G,Albert  R
Albert  I,Albert  R
Nakarado  G,Albert  I
Tu  Y,Barabasi  A
Yook  S,Barabasi  A
Wuchty  S,Barabasi  A
Schwartz  N,Barabasi  A
Mongru  D,Barabasi  A
Somera  A,Barabasi  A
Szathmary  E,Barabasi  A
Podani  J,Barabasi  A
Macdonald  P,Barabasi  A
Tombor  B,Barabasi  A
Mason  S,Barabasi  A
Derenyi  I,Barabasi  A
Farkas  I,Barabasi  A
Martinez  N,Barabasi  A
Williams  R,Barabasi  A
Dunne  J,Barabasi  A
Beg  Q,Barabasi  A
Dobrin  R,Barabasi  A
Dezso  Z,Barabasi  A
Demenezes  M,Barabasi  A
Havlin  S,Barabasi  A
Benavraham  D,Barabasi  A
Cohen  R,Barabasi  A
Berlow  E,Barabasi  A
Schubert  A,Barabasi  A
Neda  Z,Barabasi  A
Ravasz  E,Barabasi  A
Bianconi  G,Barabasi  A
Oltvai  Z,Barabasi  A
Vicsek  T,Barabasi  A
Kovacs  B,Barabasi  A
Almaas  E,Barabasi  A
Jeong  H,Barabasi  A
Tu  Y,Jeong  H
Yook  S,Jeong  H
Szathmary  E,Jeong  H
Podani  J,Jeong  H
Rho  K,Jeong  H
Park  Y,Jeong  H
Tombor  B,Jeong  H
Mason  S,Jeong  H
Han  S,Jeong  H
Yoon  C,Jeong  H
Kim  B,Jeong  H
Huss  M,Jeong  H
Holme  P,Jeong  H
Oh  E,Jeong  H
Kim  D,Jeong  H
Kahng  B,Jeong  H
Goh  K,Jeong  H
Derenyi  I,Jeong  H
Farkas  I,Jeong  H
Schubert  A,Jeong  H
Neda  Z,Jeong  H
Ravasz  E,Jeong  H
Bianconi  G,Jeong  H
Oltvai  Z,Jeong  H
Vicsek  T,Jeong  H
Stauffer  D,Aleksiejuk  A
Holyst  J,Aleksiejuk  A
Sienkiewicz  J,Holyst  J
Jedynak  M,Holyst  J
Fronczak  P,Holyst  J
Fronczak  A,Holyst  J
Stauffer  D,Holyst  J
Meyerortmanns  H,Stauffer  D
Adler  J,Stauffer  D
Aharony  A,Stauffer  D
Fortunato  S,Stauffer  D
Dafontouracosta  L,Stauffer  D
Kertesz  J,Stauffer  D
Araujo  A,Stauffer  D
Costa  U,Stauffer  D
Bernardes  A,Stauffer  D
Newman  M,Stauffer  D
Meucci  R,Allaria  E
Digarbo  A,Allaria  E
Arecchi  F,Allaria  E
Mancini  H,Arecchi  F
Bragard  J,Arecchi  F
Boccaletti  S,Arecchi  F
Meucci  R,Arecchi  F
Digarbo  A,Arecchi  F
Meucci  R,Digarbo  A
Macdonald  P,Almaas  E
Stroud  D,Almaas  E
Kulkarni  R,Almaas  E
Redner  S,Almaas  E
Krapivsky  P,Almaas  E
Oltvai  Z,Almaas  E
Vicsek  T,Almaas  E
Kovacs  B,Almaas  E
Oltvai  Z,Kovacs  B
Vicsek  T,Kovacs  B
Shochet  O,Vicsek  T
Cohen  I,Vicsek  T
Czirok  A,Vicsek  T
Benjacob  E,Vicsek  T
Dovidio  F,Vicsek  T
Marodi  M,Vicsek  T
Derenyi  I,Vicsek  T
Farkas  I,Vicsek  T
Schubert  A,Vicsek  T
Neda  Z,Vicsek  T
Ravasz  E,Vicsek  T
Oltvai  Z,Vicsek  T
Yook  S,Oltvai  Z
Wuchty  S,Oltvai  Z
Mongru  D,Oltvai  Z
Somera  A,Oltvai  Z
Szathmary  E,Oltvai  Z
Podani  J,Oltvai  Z
Tombor  B,Oltvai  Z
Mason  S,Oltvai  Z
Derenyi  I,Oltvai  Z
Farkas  I,Oltvai  Z
Beg  Q,Oltvai  Z
Dobrin  R,Oltvai  Z
Schubert  A,Oltvai  Z
Neda  Z,Oltvai  Z
Ravasz  E,Oltvai  Z
Vazquez  F,Krapivsky  P
Leyvraz  F,Krapivsky  P
Kim  J,Krapivsky  P
Kahng  B,Krapivsky  P
Rodgers  G,Krapivsky  P
Bennaim  E,Krapivsky  P
Antal  T,Krapivsky  P
Redner  S,Krapivsky  P
Vazquez  F,Redner  S
Leyvraz  F,Redner  S
Kim  J,Redner  S
Kahng  B,Redner  S
Rodgers  G,Redner  S
Bennaim  E,Redner  S
Gorman  S,Kulkarni  R
Stroud  D,Kulkarni  R
Andrade  J,Amaral  L
Moreira  A,Amaral  L
Aberg  Y,Amaral  L
Liljeros  F,Amaral  L
Edling  C,Amaral  L
Turtschi  A,Amaral  L
Mossa  S,Amaral  L
Camacho  J,Amaral  L
Guimera  R,Amaral  L
Stanley  H,Amaral  L
Barthelemy  M,Amaral  L
Scala  A,Amaral  L
Stanley  H,Scala  A
Barthelemy  M,Scala  A
Provero  P,Barthelemy  M
Herrmann  C,Barthelemy  M
Mossa  S,Barthelemy  M
Guichard  E,Barthelemy  M
Gondran  B,Barthelemy  M
Vespignani  A,Barthelemy  M
Pastorsatorras  R,Barthelemy  M
Barrat  A,Barthelemy  M
Stanley  H,Barthelemy  M
Aberg  Y,Stanley  H
Liljeros  F,Stanley  H
Edling  C,Stanley  H
Hong  D,Stanley  H
Mossa  S,Stanley  H
Herrmann  H,Stanley  H
Mantegna  R,Stanley  H
Schrag  S,Ancelmeyers  L
Martin  M,Ancelmeyers  L
Newman  M,Ancelmeyers  L
Warmbrand  C,Newman  M
Mucha  P,Newman  M
Porter  M,Newman  M
Park  J,Newman  M
Leicht  E,Newman  M
Balthrop  J,Newman  M
Forrest  S,Newman  M
Lusseau  D,Newman  M
Jin  E,Newman  M
Ghoshal  G,Newman  M
Holme  P,Newman  M
Girvan  M,Newman  M
Gastner  M,Newman  M
Dodds  P,Newman  M
Moore  C,Newman  M
Clauset  A,Newman  M
Watts  D,Newman  M
Strogatz  S,Newman  M
Kleinberg  J,Newman  M
Hopcroft  J,Newman  M
Callaway  D,Newman  M
Sole  R,Newman  M
Sneppen  K,Newman  M
Schrag  S,Newman  M
Martin  M,Newman  M
Schrag  S,Martin  M
Giralt  F,Arenas  A
Boguna  M,Arenas  A
Pastorsatorras  R,Arenas  A
Gleiser  P,Arenas  A
Danon  L,Arenas  A
Vegaredondo  F,Arenas  A
Guimera  R,Arenas  A
Diazguilera  A,Arenas  A
Cabrales  A,Arenas  A
Vegaredondo  F,Cabrales  A
Guimera  R,Cabrales  A
Diazguilera  A,Cabrales  A
Louis  E,Diazguilera  A
Vragovic  I,Diazguilera  A
Rubi  M,Diazguilera  A
Giralt  F,Diazguilera  A
Perez  C,Diazguilera  A
Llas  M,Diazguilera  A
Guardiola  X,Diazguilera  A
Boguna  M,Diazguilera  A
Pastorsatorras  R,Diazguilera  A
Gleiser  P,Diazguilera  A
Danon  L,Diazguilera  A
Vegaredondo  F,Diazguilera  A
Guimera  R,Diazguilera  A
Turtschi  A,Guimera  R
Mossa  S,Guimera  R
Giralt  F,Guimera  R
Camacho  J,Guimera  R
Gleiser  P,Guimera  R
Danon  L,Guimera  R
Vegaredondo  F,Guimera  R
Giralt  F,Danon  L
Gleiser  P,Danon  L
Paczuski  M,Baiesi  M
Corral  A,Paczuski  M
Bassler  K,Paczuski  M
Sneppen  K,Bak  P
Rosvall  M,Sneppen  K
Zaliznyak  A,Sneppen  K
Minnhagen  P,Sneppen  K
Trusina  A,Sneppen  K
Maslov  S,Sneppen  K
Simonsen  I,Sneppen  K
Eriksen  K,Sneppen  K
Fedroff  N,Banavar  J
Cieplak  M,Banavar  J
Mitra  M,Banavar  J
Holter  N,Banavar  J
Rinaldo  A,Banavar  J
Maritan  A,Banavar  J
Flammini  A,Maritan  A
Rodrigueziturbe  I,Maritan  A
Giacometti  A,Maritan  A
Rigon  R,Maritan  A
Fedroff  N,Maritan  A
Cieplak  M,Maritan  A
Mitra  M,Maritan  A
Holter  N,Maritan  A
Vazquez  A,Maritan  A
Vespignani  A,Maritan  A
Rinaldo  A,Maritan  A
Rodrigueziturbe  I,Rinaldo  A
Giacometti  A,Rinaldo  A
Rigon  R,Rinaldo  A
Capocci  A,Bianconi  G
Mongru  D,Ravasz  E
Somera  A,Ravasz  E
Derenyi  I,Ravasz  E
Farkas  I,Ravasz  E
Schubert  A,Ravasz  E
Neda  Z,Ravasz  E
Derenyi  I,Neda  Z
Farkas  I,Neda  Z
Schubert  A,Neda  Z
Derenyi  I,Schubert  A
Farkas  I,Schubert  A
Pecora  L,Barahona  M
Heagy  J,Pecora  L
Carroll  T,Pecora  L
Johnson  G,Pecora  L
Fink  K,Pecora  L
Pelaez  A,Pecora  L
Boccaletti  S,Pecora  L
Weigt  M,Barrat  A
Vespignani  A,Barrat  A
Pastorsatorras  R,Barrat  A
Kepler  T,Pastorsatorras  R
Ramasco  J,Pastorsatorras  R
Smith  E,Pastorsatorras  R
Rubi  M,Pastorsatorras  R
Vazquez  A,Pastorsatorras  R
Moreno  Y,Pastorsatorras  R
Dorogovtsev  S,Pastorsatorras  R
Caldarelli  G,Pastorsatorras  R
Sole  R,Pastorsatorras  R
Boguna  M,Pastorsatorras  R
Vespignani  A,Pastorsatorras  R
Flammini  A,Vespignani  A
Nekovee  M,Vespignani  A
Zecchina  R,Vespignani  A
Leone  M,Vespignani  A
Vazquez  A,Vespignani  A
Moreno  Y,Vespignani  A
Vilone  D,Vespignani  A
Castellano  C,Vespignani  A
Caldarelli  G,Vespignani  A
Boguna  M,Vespignani  A
Vazquez  A,Weigt  M
Guichard  E,Gondran  B
Castri  M,Battiston  S
Garlaschelli  D,Battiston  S
Servedio  V,Battiston  S
Caldarelli  G,Battiston  S
Catanzaro  M,Battiston  S
Toroczkai  Z,Bennaim  E
Frauenfelder  H,Bennaim  E
Toroczkai  Z,Frauenfelder  H
Korniss  G,Toroczkai  Z
Hengartner  N,Toroczkai  Z
Kozma  B,Toroczkai  Z
Bassler  K,Toroczkai  Z
Martinez  N,Berlow  E
Williams  R,Berlow  E
Dunne  J,Berlow  E
Kertesz  J,Bernardes  A
Araujo  A,Bernardes  A
Costa  U,Bernardes  A
Araujo  A,Costa  U
Alava  M,Kertesz  J
Szabo  G,Kertesz  J
Jarisaramaki  J,Kertesz  J
Kanto  A,Kertesz  J
Chakraborti  A,Kertesz  J
Onnela  J,Kertesz  J
Kaski  K,Kertesz  J
Lahtinen  J,Kertesz  J
Colaiori  F,Capocci  A
Servedio  V,Capocci  A
Munoz  M,Capocci  A
Delosrios  P,Capocci  A
Caldarelli  G,Capocci  A
Vannucchi  F,Boccaletti  S
Vallone  A,Boccaletti  S
Lopezruiz  R,Boccaletti  S
Moreno  Y,Boccaletti  S
Amann  A,Boccaletti  S
Hwang  D,Boccaletti  S
Chavez  M,Boccaletti  S
Hentschel  H,Boccaletti  S
Mendoza  C,Boccaletti  S
Maza  D,Boccaletti  S
Pelaez  A,Boccaletti  S
Zhou  C,Boccaletti  S
Osipov  G,Boccaletti  S
Valladares  D,Boccaletti  S
Kurths  J,Boccaletti  S
Mancini  H,Boccaletti  S
Bragard  J,Boccaletti  S
Hentschel  H,Bragard  J
Mendoza  C,Bragard  J
Mancini  H,Bragard  J
Vallone  A,Mancini  H
Hentschel  H,Mancini  H
Mendoza  C,Mancini  H
Maza  D,Mancini  H
Valladares  D,Mancini  H
Kurths  J,Mancini  H
Park  E,Kurths  J
Zaks  M,Kurths  J
Freund  H,Kurths  J
Volkmann  J,Kurths  J
Weule  M,Kurths  J
Tass  P,Kurths  J
Abel  H,Kurths  J
Schafer  C,Kurths  J
Rosenblum  M,Kurths  J
Schnitzler  A,Kurths  J
Motter  A,Kurths  J
Pikovsky  A,Kurths  J
Maza  D,Kurths  J
Zhou  C,Kurths  J
Osipov  G,Kurths  J
Valladares  D,Kurths  J
Maza  D,Valladares  D
Zhou  C,Valladares  D
Osipov  G,Valladares  D
Rosenblum  M,Osipov  G
Pikovsky  A,Osipov  G
Zhou  C,Osipov  G
Motter  A,Zhou  C
Vallone  A,Maza  D
Vazquez  A,Boguna  M
Moreno  Y,Boguna  M
Mantegna  R,Bonanno  G
Lillo  F,Bonanno  G
Mantegna  R,Lillo  F
Hentschel  H,Mendoza  C
Amann  A,Hentschel  H
Hwang  D,Hentschel  H
Chavez  M,Hentschel  H
Wiener  J,Broder  A
Tomkins  A,Broder  A
Stata  R,Broder  A
Rajagopalan  S,Broder  A
Raghavan  P,Broder  A
Maghoul  F,Broder  A
Kumar  R,Broder  A
Upfal  E,Kumar  R
Sivakumar  D,Kumar  R
Wiener  J,Kumar  R
Tomkins  A,Kumar  R
Stata  R,Kumar  R
Rajagopalan  S,Kumar  R
Raghavan  P,Kumar  R
Maghoul  F,Kumar  R
Wiener  J,Maghoul  F
Tomkins  A,Maghoul  F
Stata  R,Maghoul  F
Rajagopalan  S,Maghoul  F
Raghavan  P,Maghoul  F
Upfal  E,Raghavan  P
Sivakumar  D,Raghavan  P
Kumar  S,Raghavan  P
Kleinberg  J,Raghavan  P
Wiener  J,Raghavan  P
Tomkins  A,Raghavan  P
Stata  R,Raghavan  P
Rajagopalan  S,Raghavan  P
Upfal  E,Rajagopalan  S
Sivakumar  D,Rajagopalan  S
Kumar  S,Rajagopalan  S
Kleinberg  J,Rajagopalan  S
Wiener  J,Rajagopalan  S
Tomkins  A,Rajagopalan  S
Stata  R,Rajagopalan  S
Wiener  J,Stata  R
Tomkins  A,Stata  R
Upfal  E,Tomkins  A
Sivakumar  D,Tomkins  A
Kumar  S,Tomkins  A
Kleinberg  J,Tomkins  A
Wiener  J,Tomkins  A
Larosa  M,Bucolo  M
Fortuna  L,Bucolo  M
Spata  A,Fortuna  L
Usai  L,Fortuna  L
Stagni  C,Fortuna  L
Frasca  M,Fortuna  L
Crucitti  P,Fortuna  L
Cosenza  S,Fortuna  L
Larosa  M,Fortuna  L
Spata  A,Larosa  M
Usai  L,Larosa  M
Stagni  C,Larosa  M
Frasca  M,Larosa  M
Crucitti  P,Larosa  M
Cosenza  S,Larosa  M
Theraulaz  G,Buhl  J
Deneubourg  J,Buhl  J
Valverde  S,Buhl  J
Kuntz  P,Buhl  J
Sole  R,Buhl  J
Gautrais  J,Buhl  J
Theraulaz  G,Gautrais  J
Deneubourg  J,Gautrais  J
Valverde  S,Gautrais  J
Kuntz  P,Gautrais  J
Sole  R,Gautrais  J
Cancho  R,Sole  R
Garciafernandez  J,Sole  R
Salazarciudad  I,Sole  R
Kepler  T,Sole  R
Smith  E,Sole  R
Montoya  J,Sole  R
Kohler  R,Sole  R
Janssen  C,Sole  R
Ferrericancho  R,Sole  R
Theraulaz  G,Sole  R
Deneubourg  J,Sole  R
Valverde  S,Sole  R
Kuntz  P,Sole  R
Defraysseix  H,Kuntz  P
Theraulaz  G,Kuntz  P
Deneubourg  J,Kuntz  P
Valverde  S,Kuntz  P
Cancho  R,Valverde  S
Ferrericancho  R,Valverde  S
Theraulaz  G,Valverde  S
Deneubourg  J,Valverde  S
Theraulaz  G,Deneubourg  J
Castri  M,Caldarelli  G
Garlaschelli  D,Caldarelli  G
Pietronero  L,Caldarelli  G
Colaiori  F,Caldarelli  G
Servedio  V,Caldarelli  G
Coccetti  F,Caldarelli  G
Munoz  M,Caldarelli  G
Delosrios  P,Caldarelli  G
Petermannn  T,Delosrios  P
Coccetti  F,Delosrios  P
Munoz  M,Delosrios  P
Garrido  P,Munoz  M
Torres  J,Munoz  M
Marro  J,Munoz  M
Donetti  L,Munoz  M
Watts  D,Callaway  D
Strogatz  S,Callaway  D
Kleinberg  J,Callaway  D
Hopcroft  J,Callaway  D
Strogatz  S,Hopcroft  J
Kleinberg  J,Hopcroft  J
Kumar  S,Kleinberg  J
Lawrence  S,Kleinberg  J
Strogatz  S,Kleinberg  J
Yeung  M,Strogatz  S
Mirollo  R,Strogatz  S
Matthews  P,Strogatz  S
Watts  D,Strogatz  S
Sabel  C,Watts  D
Muhamad  R,Watts  D
Dodds  P,Watts  D
Moore  C,Watts  D
Castri  M,Servedio  V
Garlaschelli  D,Servedio  V
Colaiori  F,Servedio  V
Tadic  B,Caruso  F
Rapisarda  A,Caruso  F
Latora  V,Caruso  F
Franceschi  C,Latora  V
Remondini  D,Latora  V
Castellani  G,Latora  V
Valensin  S,Latora  V
Tieri  P,Latora  V
Pluchino  A,Latora  V
Kinney  R,Latora  V
Fortunato  S,Latora  V
Porta  S,Latora  V
Marchiori  M,Latora  V
Crucitti  P,Latora  V
Tadic  B,Latora  V
Rapisarda  A,Latora  V
Pluchino  A,Rapisarda  A
Marchiori  M,Rapisarda  A
Crucitti  P,Rapisarda  A
Tadic  B,Rapisarda  A
Thurner  S,Tadic  B
Rodgers  G,Tadic  B
Parisi  D,Castellano  C
Loreto  V,Castellano  C
Cecconi  F,Castellano  C
Radicchi  F,Castellano  C
Vilone  D,Castellano  C
Gregoire  G,Chate  H
Rudzick  O,Chate  H
Pikovsky  A,Chate  H
Freund  H,Pikovsky  A
Volkmann  J,Pikovsky  A
Weule  M,Pikovsky  A
Tass  P,Pikovsky  A
Rosenblum  M,Pikovsky  A
Schnitzler  A,Pikovsky  A
Rudzick  O,Pikovsky  A
Amann  A,Chavez  M
Hwang  D,Chavez  M
Lopezruiz  R,Hwang  D
Moreno  Y,Hwang  D
Amann  A,Hwang  D
Moore  C,Clauset  A
Sanwalani  V,Moore  C
Kalapala  V,Moore  C
Ghoshal  G,Moore  C
Schwartz  N,Cohen  R
Rozenfeld  A,Cohen  R
Erez  K,Cohen  R
Havlin  S,Cohen  R
Benavraham  D,Cohen  R
Schwartz  N,Benavraham  D
Rozenfeld  A,Benavraham  D
Erez  K,Benavraham  D
Havlin  S,Benavraham  D
Makse  H,Havlin  S
Song  C,Havlin  S
Schwartz  N,Havlin  S
Rozenfeld  A,Havlin  S
Erez  K,Havlin  S
Usai  L,Cosenza  S
Stagni  C,Cosenza  S
Frasca  M,Cosenza  S
Crucitti  P,Cosenza  S
Kinney  R,Crucitti  P
Porta  S,Crucitti  P
Marchiori  M,Crucitti  P
Usai  L,Crucitti  P
Stagni  C,Crucitti  P
Frasca  M,Crucitti  P
Spata  A,Frasca  M
Usai  L,Frasca  M
Stagni  C,Frasca  M
Usai  L,Stagni  C
Franceschi  C,Marchiori  M
Remondini  D,Marchiori  M
Castellani  G,Marchiori  M
Valensin  S,Marchiori  M
Tieri  P,Marchiori  M
Fortunato  S,Marchiori  M
Adler  J,Dafontouracosta  L
Aharony  A,Dafontouracosta  L
Diambra  L,Dafontouracosta  L
Herrmann  H,Dearcangelis  L
Roux  S,Herrmann  H
Hong  D,Herrmann  H
Sousa  A,Herrmann  H
Gonzales  M,Herrmann  H
Pietronero  L,Delucia  M
Montuori  M,Delucia  M
Bottaccio  M,Delucia  M
Pietronero  L,Bottaccio  M
Montuori  M,Bottaccio  M
Pietronero  L,Montuori  M
Garlaschelli  D,Pietronero  L
Penna  T,Demenezes  M
Moukarzel  C,Demenezes  M
Penna  T,Moukarzel  C
Dasgupta  P,Demoura  A
Lai  Y,Demoura  A
Grebogi  C,Demoura  A
Motter  A,Demoura  A
Nishikawa  T,Motter  A
Dasgupta  P,Motter  A
Hoppensteadt  F,Motter  A
Lai  Y,Motter  A
Grebogi  C,Motter  A
Beg  Q,Dobrin  R
Sabel  C,Dodds  P
Rothman  D,Dodds  P
Muhamad  R,Dodds  P
Ramasco  J,Dorogovtsev  S
Samukhin  A,Dorogovtsev  S
Mendes  J,Dorogovtsev  S
Goltsev  A,Dorogovtsev  S
Mendes  J,Goltsev  A
Samukhin  A,Mendes  J
Martinez  N,Dunne  J
Williams  R,Dunne  J
Martinez  N,Williams  R
Vazquez  A,Echenique  P
Moreno  Y,Echenique  P
Gomezgardenes  J,Echenique  P
Floria  L,Gomezgardenes  J
Vazquez  A,Gomezgardenes  J
Moreno  Y,Gomezgardenes  J
Vazquezprada  M,Moreno  Y
Nekovee  M,Moreno  Y
Pacheco  A,Moreno  Y
Gomez  J,Moreno  Y
Lopezruiz  R,Moreno  Y
Floria  L,Moreno  Y
Vazquez  A,Moreno  Y
Flammini  A,Vazquez  A
Soffer  S,Vazquez  A
Zecchina  R,Vazquez  A
Leone  M,Vazquez  A
Rodgers  G,Ergun  G
Thurner  S,Rodgers  G
Darbydowman  K,Rodgers  G
Maslov  S,Eriksen  K
Simonsen  I,Eriksen  K
Maslov  S,Simonsen  I
Zaliznyak  A,Maslov  S
Derenyi  I,Farkas  I
Kohler  R,Ferrericancho  R
Janssen  C,Ferrericancho  R
Carroll  T,Fink  K
Johnson  G,Fink  K
Carroll  T,Johnson  G
Heagy  J,Carroll  T
Glover  E,Flake  G
Pennock  D,Flake  G
Coetzee  F,Flake  G
Giles  C,Flake  G
Lawrence  S,Flake  G
Glover  E,Lawrence  S
Pennock  D,Lawrence  S
Coetzee  F,Lawrence  S
Giles  C,Lawrence  S
Glover  E,Giles  C
Pennock  D,Giles  C
Coetzee  F,Giles  C
Sienkiewicz  J,Fronczak  A
Jedynak  M,Fronczak  A
Fronczak  P,Fronczak  A
Sienkiewicz  J,Jedynak  M
Loffredo  M,Garlaschelli  D
Castri  M,Garlaschelli  D
Jin  E,Girvan  M
Kim  J,Goh  K
Oh  E,Goh  K
Lee  D,Goh  K
Kim  D,Goh  K
Kahng  B,Goh  K
Ghim  C,Goh  K
Kim  D,Ghim  C
Kahng  B,Ghim  C
Rho  K,Kahng  B
Kim  J,Kahng  B
Park  Y,Kahng  B
Kim  S,Kahng  B
Jung  S,Kahng  B
Hong  H,Kahng  B
Oh  E,Kahng  B
Lee  D,Kahng  B
Kim  D,Kahng  B
Kim  J,Kim  D
Oh  E,Kim  D
Lee  D,Kim  D
Rho  K,Oh  E
Hong  H,Oh  E
Sousa  A,Gonzales  M
Muren  L,Sousa  A
Lingjiang  K,Sousa  A
Yusong  T,Sousa  A
Salmelin  R,Gross  J
Schnitzler  A,Gross  J
Timmermann  L,Gross  J
Hamalainen  M,Gross  J
Kujala  J,Gross  J
Salmelin  R,Kujala  J
Schnitzler  A,Kujala  J
Timmermann  L,Kujala  J
Hamalainen  M,Kujala  J
Lounasmaa  O,Hamalainen  M
Knuutila  J,Hamalainen  M
Ilmoniemi  R,Hamalainen  M
Hari  R,Hamalainen  M
Salmelin  R,Hamalainen  M
Schnitzler  A,Hamalainen  M
Timmermann  L,Hamalainen  M
Salmelin  R,Timmermann  L
Schnitzler  A,Timmermann  L
Freund  H,Schnitzler  A
Volkmann  J,Schnitzler  A
Weule  M,Schnitzler  A
Tass  P,Schnitzler  A
Rosenblum  M,Schnitzler  A
Salmelin  R,Schnitzler  A
Perez  C,Guardiola  X
Llas  M,Guardiola  X
Perez  C,Llas  M
Turtschi  A,Mossa  S
Lounasmaa  O,Hari  R
Knuutila  J,Hari  R
Ilmoniemi  R,Hari  R
Lounasmaa  O,Ilmoniemi  R
Knuutila  J,Ilmoniemi  R
Lounasmaa  O,Knuutila  J
Provero  P,Herrmann  C
Leicht  E,Holme  P
Chung  J,Holme  P
Choi  M,Holme  P
Minnhagen  P,Holme  P
Trusina  A,Holme  P
Han  S,Holme  P
Yoon  C,Holme  P
Kim  B,Holme  P
Huss  M,Holme  P
Ghoshal  G,Holme  P
Liljeros  F,Holme  P
Edling  C,Holme  P
Aberg  Y,Edling  C
Liljeros  F,Edling  C
Aberg  Y,Liljeros  F
Chung  J,Kim  B
Park  H,Kim  B
Choi  M,Kim  B
Hong  H,Kim  B
Minnhagen  P,Kim  B
Trusina  A,Kim  B
Han  S,Kim  B
Yoon  C,Kim  B
Han  S,Yoon  C
Rosvall  M,Trusina  A
Chung  J,Trusina  A
Choi  M,Trusina  A
Minnhagen  P,Trusina  A
Rosvall  M,Minnhagen  P
Chung  J,Minnhagen  P
Choi  M,Minnhagen  P
Fedroff  N,Holter  N
Cieplak  M,Holter  N
Mitra  M,Holter  N
Fedroff  N,Mitra  M
Cieplak  M,Mitra  M
Fedroff  N,Cieplak  M
Rho  K,Hong  H
Park  H,Hong  H
Choi  M,Hong  H
Chung  J,Choi  M
Park  H,Choi  M
Szathmary  E,Tombor  B
Podani  J,Tombor  B
Kim  S,Jung  S
Sanwalani  V,Kalapala  V
Upfal  E,Sivakumar  D
Kaski  K,Lahtinen  J
Jarisaramaki  J,Kaski  K
Kanto  A,Kaski  K
Chakraborti  A,Kaski  K
Onnela  J,Kaski  K
Zecchina  R,Leone  M
Ye  N,Liu  Z
Hoppensteadt  F,Liu  Z
Lai  Y,Liu  Z
Nishikawa  T,Lai  Y
Dasgupta  P,Lai  Y
Ye  N,Lai  Y
Hoppensteadt  F,Lai  Y
Nishikawa  T,Hoppensteadt  F
Rodrigueziturbe  I,Rigon  R
Giacometti  A,Rigon  R
Rodrigueziturbe  I,Giacometti  A
Dovidio  F,Marodi  M
Garrido  P,Marro  J
Torres  J,Marro  J
Dickman  R,Marro  J
Mirollo  R,Matthews  P
Andrade  J,Moreira  A
Pacheco  A,Gomez  J
Vazquezprada  M,Pacheco  A
Nekovee  M,Pacheco  A
Balthrop  J,Forrest  S
Jarisaramaki  J,Onnela  J
Kanto  A,Onnela  J
Chakraborti  A,Onnela  J
Kanto  A,Chakraborti  A
Park  E,Rosenblum  M
Zaks  M,Rosenblum  M
Freund  H,Rosenblum  M
Volkmann  J,Rosenblum  M
Weule  M,Rosenblum  M
Tass  P,Rosenblum  M
Abel  H,Rosenblum  M
Schafer  C,Rosenblum  M
Korniss  G,Bassler  K
Hengartner  N,Bassler  K
Kozma  B,Bassler  K
Corral  A,Bassler  K
Kepler  T,Smith  E
Glover  E,Pennock  D
Szathmary  E,Podani  J
Warmbrand  C,Porter  M
Mucha  P,Porter  M
Warmbrand  C,Mucha  P
Parisi  D,Radicchi  F
Loreto  V,Radicchi  F
Cecconi  F,Radicchi  F
Parisi  D,Cecconi  F
Loreto  V,Cecconi  F
Parisi  D,Loreto  V
Mongru  D,Somera  A
Abel  H,Schafer  C
Ayali  A,Shefi  O
Benjacob  E,Shefi  O
Segev  R,Shefi  O
Golding  I,Shefi  O
Ayali  A,Golding  I
Benjacob  E,Golding  I
Segev  R,Golding  I
Ayali  A,Segev  R
Benjacob  E,Segev  R
Shochet  O,Benjacob  E
Cohen  I,Benjacob  E
Czirok  A,Benjacob  E
Ayali  A,Benjacob  E
Garciafernandez  J,Salazarciudad  I
Makse  H,Song  C
Adler  J,Aharony  A
Alava  M,Szabo  G
Freund  H,Tass  P
Volkmann  J,Tass  P
Weule  M,Tass  P
Freund  H,Weule  M
Volkmann  J,Weule  M
Freund  H,Volkmann  J
Franceschi  C,Tieri  P
Remondini  D,Tieri  P
Castellani  G,Tieri  P
Valensin  S,Tieri  P
Franceschi  C,Valensin  S
Remondini  D,Valensin  S
Castellani  G,Valensin  S
Franceschi  C,Castellani  G
Remondini  D,Castellani  G
Franceschi  C,Remondini  D
Korniss  G,Kozma  B
Hengartner  N,Kozma  B
Korniss  G,Hengartner  N
Garrido  P,Torres  J
Shochet  O,Czirok  A
Cohen  I,Czirok  A
Shochet  O,Cohen  I
Louis  E,Vragovic  I
Tu  Y,Yook  S
Muren  L,Yusong  T
Lingjiang  K,Yusong  T
Muren  L,Lingjiang  K
Park  E,Zaks  M
